tfidf_cosine,jaccard,levenshtein,trigram_similarity,sbert_similarity
0.765028872924548,0.803030303030303,0.6306285714285715,0.23809523809523808,0.9665976912706451
0.36259984163019043,0.33333333333333337,0.5758,0.0,0.924485706108656
0.5203943052117312,0.4583333333333333,0.6815067961165049,0.23076923076923078,0.6151107019419753
0.5174061137132245,0.4222222222222222,0.5597125748502993,0.03225806451612903,0.8039429466311141
0.3972963276964415,0.29901960784313725,0.5937679558011049,0.13793103448275862,0.42326205492300883
0.7468298163167156,0.5833333333333333,0.7582905982905983,0.5833333333333334,0.8121156016447741
0.16220432798236623,0.11979166666666667,0.4272405063291139,0.0,0.31349462590344424
0.6976568478094307,0.27777777777777773,0.7405504587155964,0.0,0.9121023702276017
0.20176198167423326,0.16666666666666669,0.4948729559748427,0.09090909090909091,0.12871847332504732
0.09995576142454064,0.03003875968992248,0.0,0.0111731843575419,0.2924863197577843
0.4868793295920079,0.4583333333333333,0.564923076923077,0.19230769230769232,0.337616628824709
0.42722396194348955,0.390625,0.5624603773584905,0.037037037037037035,0.7941809529239983
0.5463686468445456,0.5357142857142856,0.8037350157728707,0.3870967741935484,0.7980273972688692
0.35134733109345306,0.2958333333333333,0.6667,0.26666666666666666,0.30330533663760595
0.749104935978536,0.7291666666666666,0.8922666666666668,0.38235294117647056,0.9403328183773483
0.6896308729824643,0.6388888888888887,0.7234844444444444,0.5217391304347826,0.7182339516909744
0.5715728471273913,0.5760869565217391,0.7255176470588235,0.4074074074074074,0.5951234972792457
0.6657068099844139,0.6578947368421052,0.7537976470588236,0.16666666666666666,0.8543835089012457
0.5785869668697855,0.548611111111111,0.3637,0.1,0.517703157743983
0.6199516016458124,0.3981481481481481,0.6151587628865979,0.03333333333333333,0.8494778452978313
0.44105710985390784,0.3229166666666667,0.7464551724137931,0.24242424242424243,0.8780904123833517
0.5646682609925918,0.5937499999999999,0.7462728971962617,0.17857142857142858,0.6323501326318199
0.24376084570131196,0.27777777777777773,0.45615384615384613,0.12,0.31072159694342505
0.5469120810649266,0.4166666666666667,0.779902262443439,0.47619047619047616,0.6437920535732004
0.2748778332615993,0.10784313725490195,0.42345290322580653,0.04,0.3430075097508172
0.3857474439985262,0.3293650793650793,0.6684413793103448,0.2222222222222222,0.4183084695893484
0.4433643947057985,0.3981481481481481,0.5320738955823293,0.06060606060606061,0.895708275722028
0.5407379956612407,0.4583333333333333,0.4912592592592593,0.037037037037037035,0.8235606598516372
0.4387743615596528,0.3981481481481481,0.6229333333333334,0.25,0.5720846744816473
0.38198144161182285,0.40909090909090906,0.6700666666666666,0.3076923076923077,0.520883090037088
0.325763825637808,0.30357142857142855,0.42399018404907984,0.0,0.7379352730366071
0.30689953425439137,0.2121212121212121,0.40671328671328677,0.0,0.44893978858124783
0.5438393885373458,0.5075757575757575,0.4846011834319527,0.13636363636363635,0.7652827378162923
0.9999999999999994,0.6666666666666665,0.9853090909090909,0.3684210526315789,0.9719034346547208
0.40134747180644764,0.35000000000000003,0.5250687022900764,0.125,0.45611212649579924
0.5141882973366673,0.48188405797101447,0.737933137829912,0.24390243902439024,0.8548260201975584
0.4694924032400802,0.4583333333333333,0.7060661417322834,0.125,0.6574586878998887
0.7415614845240616,0.7045454545454545,0.5291177033492822,0.36,0.9433463187366045
0.22616995498113773,0.2121212121212121,0.4721066666666667,0.0,0.4363097067699915
0.4222531374162636,0.38095238095238093,0.6120038647342996,0.09090909090909091,0.5703577666967818
0.6976568478094309,0.7111111111111109,0.7628129032258064,0.42857142857142855,0.949347907604708
0.38784495194938984,0.33796296296296297,0.6260495867768595,0.1875,0.6315405612740498
0.30031364329472043,0.27777777777777773,0.6062674033149171,0.0,0.9037613224891661
0.7613979418869907,0.613095238095238,0.8961142857142856,0.5909090909090909,0.9173135250573787
0.8238926581801939,0.8194444444444444,0.9323984063745021,0.56,0.9274218728737673
0.2513284026789971,0.1875,0.5506191780821917,0.09375,0.4950181400611783
0.33899474464520835,0.3229166666666667,0.5286666666666666,0.047619047619047616,0.8779086862802754
0.9999999999999997,0.7833333333333333,0.9189242320819113,0.5925925925925926,0.9616740668223431
0.38375251088636003,0.3680555555555556,0.5112098765432099,0.038461538461538464,0.48820972494260184
0.4708508227212513,0.4583333333333333,0.6161085972850678,0.16129032258064516,0.8872931100865673
0.44606828077412536,0.4298245614035087,0.7161716363636363,0.17647058823529413,0.731915801755253
0.6301935308012535,0.4868421052631578,0.8243985559566788,0.4482758620689655,0.5743267212587463
0.45639416656613957,0.40909090909090906,0.6503563636363636,0.25,0.7080057603331527
0.4950835915865203,0.5185185185185185,0.6275317073170731,0.19047619047619047,0.8462755599881631
0.6085896085537308,0.5873015873015872,0.7540869565217392,0.4,0.7668182724067227
0.2620523038637378,0.3293650793650793,0.5846375,0.21212121212121213,0.2411449309201592
0.27270647718562246,0.24166666666666664,0.5421333333333334,0.041666666666666664,0.5849035412433156
0.1733954713053395,0.13333333333333336,0.5824429530201342,0.05,0.6716763829085856
0.7365539156166975,0.6578947368421052,0.7840103559870549,0.3870967741935484,0.9137336698468865
0.40319303136089996,0.30357142857142855,0.6258007604562738,0.0,0.8203975119288638
0.6243651195873943,0.5185185185185185,0.6685320930232558,0.34782608695652173,0.7695510659369282
0.5469120810649265,0.4166666666666667,0.5826640776699028,0.2,0.7857892383480196
0.5761199767611147,0.5666666666666665,0.4785248226950355,0.15,0.8459505392841717
0.37277891867898105,0.38768115942028986,0.5775898734177215,0.1282051282051282,0.6725828957697662
0.5891920290366626,0.5666666666666665,0.6130105263157896,0.21052631578947367,0.8029485119047852
0.41883422366275797,0.30357142857142855,0.6909289617486338,0.1951219512195122,0.5569850157141707
0.4694924032400803,0.5438596491228069,0.8038140221402215,0.23529411764705882,0.8677994757158789
0.8944225859211014,0.7644927536231884,1.0,1.0,0.8521791093099373
0.5105343141160437,0.3680555555555556,0.3758896551724138,0.08333333333333333,0.749390056766466
0.27281185939501956,0.27777777777777773,0.6025513513513514,0.1875,0.4738434019816695
0.6896340928379197,0.8194444444444444,0.7618526315789473,0.35714285714285715,0.9514031302223216
0.6615461185699216,0.5937499999999999,0.6104165975103735,0.35714285714285715,0.7042272377859784
0.7168600737469191,0.6388888888888887,0.9115522633744857,0.5909090909090909,0.9765691758803579
0.7072595835214173,0.6208333333333332,0.9067692307692308,0.6129032258064516,0.9859895998080621
0.7010894405613991,0.6553030303030302,0.9013825641025641,0.7,0.869768972554182
0.5202133013670128,0.4583333333333333,0.589627760252366,0.15384615384615385,0.7543735245538477
0.2620523038637378,0.24166666666666664,0.5253,0.14814814814814814,0.10026920090789326
0.410140424568552,0.3981481481481481,0.765222641509434,0.20588235294117646,0.9154681070689101
0.45639416656613957,0.3680555555555556,0.6325401273885352,0.29411764705882354,0.7034507645790493
0.11801835699902728,0.1447368421052631,0.461568558951965,0.08108108108108109,0.5630604087527511
0.39789151878678525,0.4222222222222222,0.6146461538461538,0.15,0.47331587079077997
0.2911904300723596,0.26136363636363635,0.6176780487804878,0.13157894736842105,0.6661135406182155
0.504804045369939,0.4583333333333333,0.8809263157894738,0.44,0.9744141097887624
0.785958432087343,0.5357142857142856,0.7875912663755459,0.38461538461538464,0.9301459604922591
0.8058818910236388,0.5937499999999999,0.6867446153846154,0.058823529411764705,0.7968890404885287
0.4111137116327968,0.38095238095238093,0.7546795180722892,0.21052631578947367,0.853671820226531
0.08810121449975834,0.0972222222222222,0.4268586666666666,0.08695652173913043,0.5128160040069155
0.07966638398761795,0.0972222222222222,0.5357502890173411,0.0,0.35914458378173353
0.6262062476616468,0.6176470588235293,0.8686621722846442,0.34615384615384615,0.9220845999715921
0.45893599319385353,0.27777777777777773,0.6750808510638298,0.038461538461538464,0.6220644508840305
0.5513121361790118,0.4583333333333333,0.6498666666666667,0.25,0.5098028958058447
0.12817341718243874,0.11979166666666667,0.5776853333333334,0.043478260869565216,0.7613082146080963
0.31768287201665457,0.27777777777777773,0.5801731958762887,0.06666666666666667,0.47446669820141363
0.1121477903488468,0.0972222222222222,0.5391407407407407,0.08695652173913043,0.5282838993104055
0.850114437407518,0.8289473684210524,0.8812938271604938,0.42424242424242425,0.936257902673711
0.3751892229857868,0.25,0.43140740740740735,0.0,0.821150455644674
0.26467082577254003,0.25,0.67478,0.2,0.5700032556972545
0.2911904300723596,0.26136363636363635,0.6803130434782609,0.16666666666666666,0.4669274570886789
0.6027355811890064,0.4041666666666667,0.8229426086956522,0.21875,0.6818244955649655
0.4868793295920078,0.4583333333333333,0.6960211453744494,0.14285714285714285,0.5326578748461662
0.36259984163019043,0.27777777777777773,0.5447609756097561,0.23529411764705882,0.7281190830682802
0.6896340928379197,0.7045454545454545,0.6400727272727273,0.28,0.7941608744249098
0.6262099533354278,0.606060606060606,0.7500837209302326,0.3333333333333333,0.6959414843516727
0.21053955265825736,0.1875,0.6035965811965812,0.0,0.7225617309925045
0.7266692263916201,0.7291666666666666,0.8795171597633136,0.3235294117647059,0.9037446949821086
0.5889498961213864,0.6813725490196078,0.7833872340425533,0.27586206896551724,0.5417670820380022
0.37277891867898105,0.2934782608695652,0.6299160493827161,0.10526315789473684,0.9061654090284383
0.5761199767611149,0.4583333333333333,0.5790883720930232,0.13157894736842105,0.8112185790116784
0.22738329328914764,0.2587719298245614,0.5666547263681593,0.07142857142857142,0.5542760654016323
0.18301075270457956,0.15740740740740738,0.47835854922279797,0.034482758620689655,0.49890152570710633
0.346131249540233,0.33333333333333337,0.5969287356321838,0.16,0.6195314227334258
0.16913388342252783,0.21759259259259262,0.4924886486486486,0.03571428571428571,0.48612681595710483
0.6488313497285341,0.6176470588235293,0.8003764705882352,0.4583333333333333,0.9095422047305728
0.4460481697080427,0.27777777777777773,0.40746666666666664,0.030303030303030304,0.7163532394658272
0.7445854570380794,0.7420634920634919,0.883648,0.40540540540540543,0.9794184403916029
0.6470582963677245,0.6208333333333332,0.866342363112392,0.53125,0.8662328821971714
0.8150082179403908,0.6388888888888887,0.981455737704918,0.4375,0.9712499422547072
0.573504085123136,0.5539215686274509,0.7076674157303371,0.42424242424242425,0.8357439166265423
0.41308420465119733,0.3981481481481481,0.7368228571428571,0.3103448275862069,0.8114718347677565
0.4387743615596526,0.3680555555555556,0.6465,0.0,0.5795099544257287
0.7144118597378682,0.6614583333333333,0.82325,0.5,0.8674011214312332
0.6923564886711178,0.6614583333333333,0.7905185185185186,0.5172413793103449,0.816207301718743
0.5476329962359197,0.5185185185185185,0.7035475862068965,0.2647058823529412,0.7581762040452373
0.5793147035426297,0.6813725490196078,0.8309701149425287,0.41379310344827586,0.9284926215829592
0.7417975379459832,0.7450980392156861,0.8371757575757576,0.46153846153846156,0.9039860291293531
0.3782540371512577,0.3728070175438596,0.5666547263681593,0.16,0.6888002837970355
0.5112856980196421,0.4583333333333333,0.7357009345794392,0.14814814814814814,0.8457259110756217
0.4298685245544236,0.4583333333333333,0.7010818652849741,0.14285714285714285,0.6639431019257556
0.7783622411147524,0.75,0.849984229390681,0.5517241379310345,0.9412451351796716
0.8920462737066994,0.9097222222222221,0.8153142857142858,0.28,0.806537778911725
